,rms,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20
651,-0.15233789018418406,-1.6848131045228978,-1.4711894440645423,-1.5316834465333278,-1.4896781016801655,-1.1557265464045836,-0.20332047388265445,3.207959650251366,0.182333532190319,1.126330963715367,0.5272205353042517,1.400349037744228,-0.7353828629890609,-0.4451910503407579,-0.8180791475108804,-0.020828964281993687,-0.5478860290815715,-0.8156359368704384,-1.5160110003587108,-1.771173192671229,-1.500068931405336,-1.554941129197871,-1.4520843309849565,-1.827028347331779,-1.7027255833106327
1258,-0.2984686587962918,-0.9805678461961981,-1.2673037379265772,-0.9284016453885531,-0.554377681824204,-0.29846202884731154,1.4169283344056585,0.06904506049379543,-1.0120309733699826,0.7300849010805395,-0.762308587175916,1.0286447291612049,-0.4849323589178748,-0.16837687201431542,-0.8998123903900017,0.2548780072438418,1.214259622517923,1.1846822642753052,-0.23333857490544893,-0.7674960561243899,-0.7504549451725986,-0.16174294148608329,0.5180259657668992,0.008983590987396591,0.35410912574495573
3196,-0.8759890829897404,-0.0781585611944724,0.2912523020503051,-0.24949146030084604,-0.36165381264774477,-0.4321019862398368,-0.4544384366145012,0.030947255047805135,-0.12242592951345364,-1.0938946500929327,-0.31172184028396344,-1.7823845555247908,-0.7553385182474663,-0.991099917392871,-0.4513476308915323,1.3231826685156314,0.9708218316552393,1.5756064768150422,0.2050337905588713,-1.1489743654022084,-2.7190309996099598,-3.5698649223127394,-2.7517011798460653,-1.0604141320375597,0.8812875591368033
3437,-0.25855639283572496,-0.31484029440124833,0.09143328084642377,-0.08667712399703616,-0.684799913742736,0.13879457435260642,0.001296057832664643,0.061546867144854654,1.3381842965526975,-0.45875586104647226,0.9664035067666338,1.6226583353243904,0.07721232044855952,0.4716142647177507,-0.1882903535587634,0.6493166660943474,-0.5587785227487151,0.28908822440684867,0.4816398888233583,-0.02441608612521276,-0.4855083642044177,-0.4029982835152014,-0.3976775950350641,1.5512122039009106,1.150449351133566
2090,-1.0981125587008038,-1.3438422010747597,-1.1481511929540138,-1.3107322140600535,-1.157842357530525,-2.021504146008011,0.4771155650322238,1.5505391461468365,-0.5890843953868847,0.737083304250322,-1.0291799870259206,0.03139760834864056,-0.7891199687538378,-0.685197949000981,-1.5157790100330553,-1.4175324167752708,-1.6097622688251363,-1.4086580347111723,-1.5703959733234234,-1.411412393685522,-0.9932939944740725,-0.282452616793577,1.094358481337236,1.4212541607606954,2.001726054326747
1697,-1.1146918748224666,-0.36753758622220356,-0.12810351696266561,-0.5661222944085891,-0.1812661331649509,-1.1720755707025732,-0.3178738868319897,0.2629306729845328,-0.33307781105890355,-0.8036668638450619,0.40221453087404163,0.7070639488863212,0.05493538006277155,0.5311243397013276,-0.5373293116352145,0.1166143337152288,-1.1794342689055834,-0.6355625144049372,-0.05098092765076422,1.5424843943574036,2.1766186686182705,2.263869885517663,0.8243843893453178,-1.7582373390067438,-1.8555335004891589
1480,0.8880586626944647,0.5347174176653303,0.5246338016355474,0.3439004752513915,0.32358661109077314,0.9877033378828497,-0.6072151154180845,-0.5311411595663835,0.8512870022550606,-0.05361347673989153,0.6734651887896785,-1.276371747644859,1.0886657361296401,-1.657381477373416,-0.1731332595164017,-0.4972073602370873,-0.16309083311854533,-0.15246991537715945,-1.6662408786489262,-0.3080817780116196,-1.1898868250905557,0.01589404038897401,-0.9041213417477474,0.022170222053686614,-1.7314172242458998
3158,-0.8730260034047941,-0.9566154105160756,-0.7492323497882619,-0.9078462384707304,-0.710092981919675,-0.9624089247969038,0.5309632588809658,0.7517483531106381,-0.9283961433178884,1.1116686476866366,-0.2840532811116345,0.8538397474783902,-0.0633736252696154,1.838816025819917,0.7698537524784006,1.522097624227584,0.24368730840720448,-0.953397316115678,-0.2125667521420168,-0.09192638853686771,0.34464428605527453,1.4681790393058676,0.5107737861221846,0.24600343148338266,0.9588125167003697
168,-0.627188812576308,0.8354453029440142,1.1593539944348947,1.310819059908439,-0.4299295795057494,0.07343598416040824,-0.9662736164160876,0.3412048992498826,1.2244882735606053,-1.5671053420512508,0.8239595715968681,-0.5268564478452877,0.6802051468197455,0.9250001406592199,0.1672883727318157,0.5559015367069949,0.29718118067953475,1.018117378499466,0.4283133599484787,0.33562702014213075,-0.08847697982660443,0.17728472544200385,0.749971648347408,0.9993445988356761,1.1218297514249564
3442,0.5537894669391513,0.4135659340319817,0.9305992196147019,0.776921453057975,-0.412472707297737,0.6758551642523307,-0.6310822153948829,1.1943992547616018,1.4769804510554336,-1.2027511521947205,0.44755398575740635,0.21211701037793954,0.7444013324477646,-0.62606256355373,0.9729942924262,0.14731172189305686,0.05297541921440112,-0.5106244721343257,-0.38344774969970313,-0.45902898397666003,-0.4429095791460668,-1.17354903270885,-1.6820717471180529,-1.0811782374787524,-0.798730023189176
962,-0.4438761599606042,-0.9529867526098519,-0.9199411089607479,-0.8685194788204057,-0.7455498290266183,-0.1135084681860699,1.525904778273436,-0.032603659120330065,-0.20312406098833838,0.23488834639968334,-0.29304525659889796,0.6316034734422897,-0.3994924611669738,-0.4336304191438061,-1.1995947864676046,-0.2597550628333084,-0.5474260831800785,0.33674939486085936,-0.313587002766734,0.26521861386536094,-0.4516625304631933,-0.7490923104970914,-0.28916395069315015,-1.03407076289471,-0.38179733226867624
945,-0.5525347573414947,0.012588562533802576,0.6917280413997012,0.2621442530197497,-0.863791043448889,-0.3267979378537745,-0.7998436192408555,0.5402525252799373,0.7888801471038046,-0.8960182860124983,0.7595144621979185,0.7613904433006641,1.1480552515973055,2.211005891603901,0.7482886884368918,1.1554803577400703,0.6704159207018086,1.1688333148570682,0.935070619436802,0.8232916592359313,0.6426891192095585,0.36204757222459305,0.6732110438467448,1.08317844145099,1.8779290739274286
462,-0.6270248994314718,0.4835379263015021,0.20072197764512617,0.26706979392269975,0.6202758525282864,0.11106607736238754,-0.7980838178522843,-1.130394574130541,-0.6546144770322883,-1.534223338135903,-1.5206211599144346,-1.3294394039075121,-1.403894149191135,-2.384034635725867,-0.429163860285065,-0.5030695308985034,-1.5252524130080307,-2.0325870045538967,-0.537717843175012,-1.0695547591197105,0.055232911090715896,0.8653395514772384,0.9172877763164301,1.4017556987678979,1.0878791009437077
3706,-0.46767469999124095,-0.7124487766937861,-0.7228166538896665,-0.6134772978928559,-0.5067398172210075,-0.37973869042750724,0.8966305074481979,-0.3569796345601711,-1.0378553296107023,2.4150093076821726,-0.1967734846366347,1.2829987560577019,0.31453044293761395,-0.27995913088307317,-0.781452114487726,-1.0258718717691508,-1.200569569962348,-1.0474611541591738,-0.4971053875166256,-1.6881366564782925,-0.9564646324894114,-0.2757373344569293,-0.7131160124665258,-2.4206176751685384,-1.761418809386245
328,-0.2684346243574257,-0.9088666485261042,-1.1255569913359047,-0.9053640761259366,-0.6372396352382375,-0.26222472913305744,1.106432757842549,-0.4338991281890604,-1.0988893078098971,-0.6680585758557251,-1.935353575967575,-1.062708097941015,-1.7128699868581785,-2.0333042261071683,-3.0370220522837355,-1.8837707812667395,-2.0766854125737373,-2.30299821709328,-1.8525669213175657,0.0040853257798370455,-0.3524681260794826,-0.8713308990458467,-0.10573327393015809,-1.0658788682946236,-0.8756865966630124
1965,0.42383536066664534,0.3116733855593173,0.5367589429369003,0.4876331885296002,-0.22587813991875955,0.8595586594047986,-0.2432895089380414,-0.3826251706578608,0.7739147312646928,-0.8280131976595778,1.4540910926635924,0.21522832820535526,0.6673563073415877,0.7232636899305379,0.15936363985368512,0.8418366883821743,0.27499269361916534,1.2952610351139104,0.34647393954513317,0.269816447756517,0.0712965673073837,0.44126430790110377,0.0780539815130205,0.1379446174950294,0.5155773212940352
2097,0.1332447015753298,0.12418639662877436,0.10337726040926465,0.18182303089369217,0.024724958889598487,0.42048221154203774,0.08688951219005911,-0.4154971485124037,-0.22081637345297705,0.41375671510083123,0.8387740783543549,0.4115103420457845,1.360257529220335,0.6436714297520935,-0.5156549829367837,-0.997320271334918,-0.5362706182359224,-0.6079350477698524,0.2180109945040324,0.3064102122326854,1.0563808690977547,1.5144267009822925,0.4726132438957108,-0.23418295165238592,-1.8343698417611765
367,2.3114394202524835,0.4324688101276756,1.212855985507811,0.6415272539068078,-0.552748373751457,1.05200833379656,-0.7517941077814269,1.1308208952027181,0.46707279978441724,-0.028620098244927606,1.3467380213069091,0.7496029781578214,1.4342993110761957,-0.36405071477263395,0.9330435107872871,-0.25115384539890623,0.547699048005038,-0.17056419096495895,-0.6430701820845862,-0.8014088620119217,-0.01917978690142176,0.13010335313585436,1.2510851221071546,2.5099665295384117,2.58259348692921
3204,-0.22020405870003226,0.283429831658633,-0.1584193389891387,0.052052480804947864,0.8108273109410805,0.5920413681044898,0.20400503747997817,-1.5822981614763554,0.5105043739496903,0.5569398332731341,0.03599694653552872,-0.4208301170409193,0.5264483921943858,0.002010775463213749,0.421921404879803,0.29281381494009834,1.3082945721283632,0.46336358866169414,-0.052646258164893406,-1.4442068834156006,-1.6246258044772361,-0.07477640919258903,-0.3034792155275027,-0.012307671343439047,-1.2532952498847736
2804,-1.0668954868479077,-0.765467732266836,-0.7115073313165066,-0.888570696511942,-0.29601597314561745,-0.8789586193044531,1.313309709868657,-0.05615062211948071,-0.9018891143383507,-0.6747661551382199,-0.2560960563120647,-0.4414307508491388,0.3993741548233658,-0.7036481268497736,-0.6126242165927341,-0.37318651893284893,-1.3022828493449794,0.6594384559147038,-0.6521296481409333,0.41357212990456954,-0.8203626438221291,-0.5529919079935418,0.5461652729621231,-0.09234552463917588,0.49600957132355256
2010,0.6008335977303099,0.19520640109547036,0.05354255344403047,0.36895480141915254,0.5124311753321181,0.9733981933469396,0.2655448463100035,-0.94330269514375,1.5418471629392994,0.2752181786076867,-0.07059966157610512,0.37156763681757166,0.14075071307802361,0.39010491059006686,0.5067913606851541,-0.24322161447322352,-0.8362854990231003,0.73303898702392,0.4947536243483713,-0.24818705248202275,0.5772165447176344,0.4729071659789532,-0.029081353266755098,-0.15418890489851708,-0.7609920741486017
1513,-0.5792481442749728,0.3531193605285811,0.9248708687114865,0.4560631862067557,-0.1503868658814444,0.1783722625689597,-0.465790063535854,0.2550943524215716,0.14905315219134707,-1.0500448706429233,-0.1619857059992516,0.42566043824205557,0.027349556923470648,1.4843702562696053,0.1622117046033388,0.049966503332056794,0.3195078640957232,0.30873595220315425,-0.6021762323978395,-1.3793058069975122,-0.10344576078534047,-1.6443933068143022,-0.9560817458124494,-0.49810581184656016,0.3618170378428582
772,-0.5776207646694674,-1.1396233515999195,-0.9707699836597168,-1.1049842259486404,-0.9643426273670411,-0.8741466474426502,0.6135897310192138,1.2820895019831537,-0.6476301700148026,0.5013115764771864,-0.5386299628315121,-0.1668595557868024,-1.3121753598925376,-1.097269724023742,-1.2299958683248706,-0.458836111292695,-0.7957023170898412,-0.460081796760157,-1.5920243247007126,-1.5067471091567672,-1.7935651205640966,-1.7965954821320838,-0.6965833363685037,-1.1828336858740482,-1.291155359331184
2986,0.0705295161675829,1.477907705566043,1.006315126980728,1.393583660592653,0.9473788446570903,0.960711136022144,-1.324775988809236,-0.6924539630362949,1.328944716257755,-1.2447604758651984,1.03877909315983,0.1500443312927954,0.6343823382483791,-0.21438961722501068,0.6876856373058409,-0.610798117677557,-0.028700001343873204,-0.3252113783318342,-0.021047991990715165,-0.026334426432425468,0.2328803173137221,1.217835597957842,-0.11799720795072006,0.0173696300467215,-2.2554511375513924
3320,-0.05522054933067107,1.0688653316999541,1.402531042526078,1.1461431018460342,0.7832066598030683,0.7820946221089126,-0.8010900076539617,0.247696961066754,-0.23492314201106057,-0.18567205914728144,0.5591673333055822,-0.9206354672870738,1.1550243619982632,-0.09809708706163729,1.2935191182559642,0.28296782500373857,1.354712048520419,-1.119991987215668,-0.05064735110180386,-0.6603556836712279,1.0099025350355684,-0.25694631058750944,-0.09883970942828935,-0.41646773678964033,0.45653474824062534
2917,0.9336558130225328,0.5675275317422456,0.7877334882634293,0.6769756348933925,-0.17808510311815495,1.055332108459839,-0.3678577766001034,-0.3557562738607597,0.23733242116615239,-0.300818678833378,0.8718180803972664,0.009392036905550162,1.2655219610169086,-0.15888167656691563,1.145911572369066,-0.026176306768751517,1.1956343518402492,-0.5852564745092776,0.21173967881665617,-0.9364955587236082,-0.46495835296289334,-0.8845227452210781,-0.9082005939404887,-0.58687716955159,-2.067473247682063
498,0.7735179616304539,0.2801697446139774,0.2366991703752198,0.44198467165737887,-0.25217982737883315,0.8417861311897503,-0.3886798919040879,-0.5156264912946972,1.4266677811591113,-0.6017223725763438,1.0360778860135038,0.5995415509633882,-0.02515544598393923,1.7325581240155807,-0.620855400654905,0.7692727846694533,-0.3343814641830587,0.8764938927474474,-0.5816239695317695,0.41140680033305577,0.36492404125882877,-0.761687581190262,-0.392996696641154,-0.306141277341469,-0.3752917405693427
1315,-0.2669102265408439,0.438577669060893,1.1912331046912215,0.7441103695627339,-0.5843259159232859,0.28360985559974217,-0.9533937191987968,0.4149176734237277,0.8909701602485117,-0.6216470512231874,1.1275481405996495,-0.10197210387279693,1.3511617286309847,-0.3009495462610231,2.1629705281211415,0.26985365201088435,1.688097438618935,0.8092157427828709,0.046261553668963874,0.730446013055957,0.03700757107307786,1.5048436691916356,-0.8308900654359049,0.18125324882936963,-1.6421574924607247
435,-1.338163902350609,-1.2785010144712439,-0.4921706611878254,-1.424291141334364,-1.238299141884787,-3.2986310809705492,0.32929224839224985,2.249985689396299,-0.13439968934009364,0.3764394820381891,-0.43016027597444156,-0.12154305896783907,-0.5578629929231982,-0.8716270194446463,-2.226493599789647,-1.849573478011434,-0.9629318695241198,-0.015090152018883949,0.19019535112683977,0.24956755642072506,-0.18976253672126134,-0.26780899568337135,0.21480981148597839,-0.10117911200707627,-0.6467781252921072
365,-0.49924644357581527,0.1231965579643329,0.5319186536473138,0.2545038470521816,-0.3248004157641647,0.23100452636278807,-0.23785492528778238,-0.05927618766526591,0.4027026496849022,0.24453400532807526,0.7462817661734529,0.4726759027316535,0.2110375053183962,0.2860130518638349,0.06584272381016526,-0.10060649558260132,-0.7918385303756856,-1.0169302360873675,-0.30909541707968613,-0.13296466144294355,-0.18291670045599495,0.5665474035587234,1.0609678487172143,-1.211917897518126,0.384492085241013
1613,-0.043381820799701085,2.08444677662525,1.7804697307358097,2.1410247966686478,1.5499900732776846,0.7661408057949695,-1.8547182620023501,-0.27181121058617647,0.9958490115035491,-0.4958025487581847,1.2863284079383355,-1.9922487582839068,1.3515590399016728,-0.8477246625154368,1.102994247486381,-0.4552387098606797,2.382590620378632,1.5242914419063187,3.0903406732130256,1.5613421453084368,1.7863983104891998,-0.684706163878985,-0.5052054332780537,-0.7498889274648567,-0.32691450847157205
276,0.33010154803225417,0.6605933255641776,1.0674286164513354,0.8502228098026634,0.044819758453488505,0.8358048974897976,-1.0158984472704917,0.5844314270658921,1.213221397020754,-0.36035429084439274,0.2263267464490547,-0.9504938114950373,0.5506868479727659,-0.274453902665501,-0.13335217255280266,-1.0741198697871313,0.1267848558167161,-0.663291209964268,-0.4684351254448628,-0.17911937990158375,0.8053332898475263,0.3598472816044512,0.2786795628678802,-0.8082368758134295,-1.4925513351384334
2456,-0.7070273241778204,-0.5962522684516487,-0.6334373309621101,-0.699538520441249,-0.46065367459185186,-0.6138870864582808,0.388671513069092,-0.271885974645487,-0.6413347597128063,-0.5275501361781911,-0.7341687284954386,-1.709895738880693,-1.7916920841588415,-2.3079837767664797,-2.131367445906438,-0.2902390491941179,-0.8872120063244524,-0.8985249252344908,-1.4227602503487242,0.5434849914786426,1.2375199477923131,1.9973802726116134,2.843205310958869,0.8825070237911252,-0.2176524160125623
2359,0.93895383340633,2.80047108688051,1.3682986704604188,2.2213072350080685,4.126158894588126,1.5313923460220065,-2.1234827322088288,-0.45607050005478217,1.7571804818581886,-1.985563656109237,1.3272528992075034,-0.09700814091157674,0.9774322752345022,-0.13444786810077664,0.14058229986818752,0.04418362069318515,0.17601830704577587,-0.5701022643453766,1.0626345795068006,-1.4389073210488637,0.1421412568310014,-1.0100177366601943,0.1739798893286844,-0.5918851947131564,0.11821353145524725
3165,-0.6279628190234059,-1.4013360136335378,-1.6055392399040123,-1.221064099354382,-1.0241615094664989,-0.8055662311435671,1.228964294769949,1.700693132273462,-1.3754733297210684,0.9285954502817803,0.12327086532791862,0.3013068345343581,-0.9409707041701064,-0.030638087959609674,-0.979771683303143,-0.6064520131303719,-0.051341342838504334,0.5345700728699297,-0.3520857690412308,-0.5491500021466625,-0.34732083636916794,-0.5374239149926358,0.14413309222249515,0.16271056032218245,0.33978858897706254
407,-0.6896331486387123,-0.7071052829008074,-0.9173671490514155,-0.5269506699048139,-0.43536060641490865,-0.47400913603858796,1.282027836968063,-0.44187850257333794,0.3464565446361976,1.367655658172372,-1.495402550689764,1.0640711127438995,-0.2510257190003066,1.2468696892986157,-1.0223118134721274,-0.8452679326499432,0.7370546445130595,0.3941423409174871,1.4505772489547037,0.7637017950422603,-0.37785151722786564,0.5026314823421673,-0.6144435838110823,0.28563365027708837,0.6545851873430767
2746,-1.1558899928981754,-1.2758678951954494,-0.8374265044683054,-1.3002605916679553,-0.97931674441658,-2.1891458348942074,-0.8254337892920638,2.394137213746094,-0.7230097937381034,-0.11856996974219072,-0.789830176817192,-0.1131054470486975,-1.1909087941438132,-0.7116973132373442,-1.370406314194266,-0.8784264803899355,-0.8312174637751931,0.3113357683394716,1.371928797487448,2.2628303250295043,2.39688580969753,1.2204457536687952,0.33721467427073026,-0.5529893049962102,-0.12554338851741154
2935,-1.117757741260555,0.07870320945151774,0.8993007107764269,-0.2618247044515397,-0.06620594878947206,-0.7895547698434164,-0.06294866148063817,0.22409749996119743,-0.8342224928554814,0.2702156175631098,-1.117215093182093,0.5200852346614903,-0.936416235101918,0.03542537077528939,-0.408646336654977,0.31298729234681405,-0.31436296609544057,0.6166606395407953,-0.08477463966472383,1.4174899833902268,1.06097848859951,0.42225918061919393,0.46855224078097407,-0.19283315511166577,0.17300272305002945
844,-0.28868355088253067,3.4283007429753964,2.6292523681991806,3.4071602952332447,2.7502470202019262,0.7064173276606454,-2.171901826722541,0.2906958377215613,0.6815924930240597,-1.0545421993731041,1.375661712908701,-1.5623313119345235,1.729365910166279,-1.973768211655791,1.6291306915222072,-2.2055721496526806,0.9351866852872545,-1.4968604778365797,0.7448089690109196,-0.5667533581809515,-0.10580238067884234,0.02106909537552003,-1.140863803378921,-0.8661733645711925,-1.2355633287750472
1659,0.5427703598283067,1.6956263710236688,1.5549246016136333,1.8006195013521782,0.5461035421689063,0.7343446872670405,-1.5057423003858652,-0.04633401105482656,0.38847082112187103,-1.0388743097446764,1.0393335728632305,-0.608676217665145,1.2191368654327968,0.45483010882369096,2.1574928238245232,-0.3742824409475766,2.0531798786788618,2.393142661571657,1.556037598266359,0.7250459531217605,0.7083638833995516,0.6236384703536695,-0.9891633897097677,0.024745206380940087,-1.4856629225542326
3522,0.28370193063289145,2.594943643234567,1.5120427362302449,2.244732642137058,3.067651749992946,1.0677894668767096,-1.7572612122380207,-0.5051750613047524,1.8570157366784004,-1.2410508775961644,1.527230338343164,-1.2954210465104843,1.5747419181941582,-0.8231992782763352,0.5470859694126666,0.7460001181370384,0.7821049114062651,-0.5063242674323422,-0.8838553825561672,-0.9930841107873979,-0.4492082602720302,1.1531932189691254,0.13940666999098447,0.36029449867047514,-1.3198440664608408
2526,-1.1845115505073942,0.9126233968670565,0.7104157972978759,0.6609967147987831,1.4523867611102181,-0.8505627997883062,-1.4002664745710567,-0.5765080808332013,0.047913962907785296,-0.912080480514564,-0.36819307671425694,-1.4829449671645503,-0.6970296655496233,-1.8788438619364212,0.8639413975928643,-0.06551153982091809,-0.8946302204440193,-1.179721719345979,-0.606010703760947,-1.7383357528634378,-0.237269679910543,-0.2466610313779175,1.2755789831990174,1.2577093812599343,2.720655771131075
1340,-0.9142914021733217,-0.1405478735306834,-0.49594880037443106,-0.18491645554957314,0.7392929279375816,-0.4402722190667113,0.46624433417472966,-0.7167441753660313,0.22871505117817828,-0.9927150852758839,-0.4229935269310867,0.05517728749101279,-0.2910262852154025,-0.8760476208466743,-1.0324768101784145,0.1392012659986112,-1.4988612400769212,1.2261521514756168,1.580013185148988,0.7392287425094045,1.7280783013610193,-1.5830469208984246,-1.6185241473230814,-0.5792531960417348,-0.7572342766345813
2726,-0.8685536196024015,-0.10107021622264295,1.1402876148825731,-0.07950212346911695,-1.2454370629653952,-0.9841154086646123,-0.9137787905203785,1.712415663868161,0.45262057135384287,0.19263653210134096,0.4402361061133003,1.3572866094182192,0.7165049058481523,1.7269848440768163,0.49114059106775515,1.2700830347497611,0.6715110209256032,0.5164073905497625,0.9280178872842749,0.617876842013658,1.79018039144677,0.8339786078772199,0.4728988231835741,-0.4511685240578766,-0.28174596327106083
2687,-0.5340357414849739,-1.2873266984603313,-1.3385733259130748,-1.1738254472300274,-1.0547304323551971,-0.9434177966769075,0.7132430244723998,1.6249991386770062,-1.1577700317525368,0.4952295543203535,-0.296440936664804,0.6594280662403407,-0.4605712760812245,0.45507733640603787,-0.3578529248312236,0.3275398753469956,0.42231511731697374,1.359122211319275,1.3580672583752473,1.1568518581185363,0.6678019034860353,-0.5307492898601127,-0.9630865446727728,-1.1928202815814022,-0.5907327402745515
2545,-0.947288460501195,-0.9742000998633398,-0.798131670549538,-0.9458543493753836,-0.736782599873259,-1.103665068664147,0.30592906902882994,1.1585414154374625,-1.5077004867698083,0.7369431130680711,0.13351264487816675,0.07631087280013052,-1.4658850582130925,0.027829382446310755,-0.4245272960355534,0.0704858479506282,-0.6089842704544329,-0.4425241717304214,0.41943867539285634,0.08383830232379756,-0.08888689966516293,0.4871917894958157,0.6673710620845368,1.0521893882859314,1.0733143044850921
855,-1.2280941787665642,-1.032255466186913,-0.820934155600969,-1.0416890861564017,-0.8306617793030151,-1.9619319544968792,1.0834839407197778,0.7508608184347922,-1.0826139435924913,0.6489949909703566,-0.706783341789033,-0.17918922705239254,-1.2472762756878384,-0.4978133939851623,-1.7400754571841512,-1.4406034180960834,-0.8491500868928786,-1.7952337958141833,-1.3713172166659011,-0.9934948735404306,1.2892086305476262,1.8050539624663289,3.068632474282004,1.429392191363808,0.08759744646823243
